Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  32,0.010,0.008,0.016,0.008,0.008,0.018,0.008,0.004,0.022,0.004,0.008,0.006,0.018,0.008,0.008,0.010,0.010,0.008,0.006,0.016,0.010,0.004,0.004,0.012,0.012,0.004,0.004,0.010,0.012,0.004,0.016,0.010,0.010,0.014,0.008,0.004,0.006,0.010,0.010,0.012,0.008,0.010,0.010,0.014,0.016,0.008,0.016,0.008,0.008,0.014,0.012,0.012,0.010,0.002,0.006,0.016,0.012,0.006,0.006,0.008,0.008,0.014,0.014,0.010,0.002,0.008,0.008,0.020,0.012,0.004,0.018,0.010,0.016,0.016,0.010,0.014,0.004,0.012,0.008,0.002,0.004,0.006,0.006,0.008,0.004,0.008,0.016,0.008,0.022,0.012,0.012,0.010,0.010,0.008,0.018,0.010,0.022,0.010,0.010,0.004,500
Client  33,0.014,0.010,0.008,0.012,0.004,0.004,0.012,0.006,0.008,0.012,0.012,0.010,0.006,0.014,0.010,0.004,0.006,0.010,0.016,0.008,0.008,0.016,0.016,0.006,0.012,0.012,0.008,0.004,0.004,0.006,0.010,0.008,0.010,0.010,0.014,0.004,0.004,0.010,0.012,0.020,0.008,0.012,0.004,0.006,0.004,0.006,0.014,0.004,0.014,0.010,0.006,0.006,0.014,0.012,0.010,0.014,0.006,0.014,0.006,0.014,0.010,0.012,0.010,0.00,0.012,0.014,0.010,0.006,0.014,0.016,0.012,0.012,0.014,0.018,0.008,0.006,0.014,0.010,0.012,0.008,0.008,0.010,0.012,0.018,0.008,0.014,0.008,0.008,0.010,0.016,0.006,0.006,0.014,0.006,0.014,0.012,0.008,0.008,0.014,0.018,500
Client  34,0.012,0.010,0.020,0.006,0.012,0.010,0.002,0.010,0.008,0.010,0.016,0.010,0.008,0.006,0.006,0.006,0.012,0.006,0.008,0.014,0.012,0.014,0.010,0.004,0.010,0.006,0.010,0.012,0.008,0.008,0.006,0.020,0.016,0.004,0.002,0.004,0.008,0.006,0.010,0.020,0.018,0.010,0.002,0.012,0.016,0.012,0.008,0.018,0.016,0.006,0.006,0.006,0.014,0.012,0.010,0.008,0.014,0.004,0.008,0.014,0.008,0.006,0.012,0.00,0.016,0.010,0.012,0.008,0.014,0.012,0.012,0.006,0.010,0.008,0.012,0.008,0.006,0.008,0.010,0.008,0.010,0.014,0.010,0.010,0.004,0.014,0.010,0.006,0.022,0.010,0.008,0.012,0.014,0.008,0.008,0.012,0.012,0.016,0.008,0.010,500
Client  35,0.010,0.008,0.002,0.008,0.010,0.006,0.014,0.014,0.010,0.004,0.006,0.012,0.014,0.008,0.014,0.012,0.006,0.008,0.008,0.008,0.006,0.00,0.022,0.008,0.004,0.010,0.006,0.016,0.006,0.010,0.008,0.004,0.010,0.016,0.010,0.010,0.010,0.008,0.004,0.012,0.012,0.010,0.006,0.014,0.014,0.004,0.008,0.012,0.006,0.014,0.016,0.014,0.014,0.008,0.004,0.016,0.002,0.010,0.014,0.00,0.014,0.004,0.010,0.014,0.010,0.018,0.006,0.012,0.012,0.012,0.016,0.010,0.014,0.010,0.010,0.004,0.010,0.004,0.008,0.014,0.016,0.018,0.010,0.016,0.012,0.016,0.006,0.012,0.006,0.010,0.014,0.006,0.012,0.008,0.004,0.018,0.010,0.010,0.014,0.010,500
Client  36,0.008,0.010,0.018,0.008,0.012,0.016,0.016,0.012,0.012,0.008,0.016,0.012,0.016,0.006,0.008,0.012,0.012,0.008,0.014,0.008,0.006,0.020,0.010,0.008,0.006,0.014,0.006,0.010,0.006,0.012,0.018,0.016,0.004,0.004,0.014,0.006,0.002,0.010,0.004,0.008,0.008,0.012,0.006,0.008,0.006,0.008,0.006,0.014,0.010,0.008,0.012,0.010,0.008,0.014,0.014,0.010,0.018,0.014,0.008,0.010,0.006,0.008,0.006,0.010,0.018,0.004,0.010,0.006,0.006,0.022,0.014,0.012,0.010,0.014,0.006,0.018,0.006,0.008,0.012,0.010,0.008,0.004,0.010,0.012,0.010,0.020,0.012,0.018,0.008,0.008,0.006,0.006,0.006,0.014,0.006,0.00,0.010,0.008,0.004,0.004,500
Client  37,0.014,0.012,0.012,0.008,0.014,0.008,0.006,0.010,0.008,0.008,0.008,0.006,0.022,0.010,0.014,0.008,0.016,0.012,0.012,0.012,0.004,0.012,0.014,0.006,0.012,0.012,0.018,0.008,0.004,0.010,0.014,0.008,0.004,0.012,0.012,0.016,0.010,0.006,0.010,0.006,0.010,0.00,0.014,0.008,0.004,0.006,0.012,0.022,0.010,0.008,0.010,0.018,0.006,0.004,0.014,0.004,0.010,0.004,0.008,0.014,0.010,0.006,0.014,0.018,0.010,0.008,0.008,0.012,0.010,0.002,0.012,0.010,0.014,0.008,0.006,0.018,0.004,0.010,0.016,0.008,0.012,0.012,0.008,0.004,0.014,0.010,0.006,0.010,0.012,0.008,0.010,0.008,0.008,0.004,0.016,0.012,0.016,0.006,0.010,0.006,500
Client  38,0.018,0.008,0.012,0.010,0.020,0.002,0.010,0.006,0.004,0.012,0.012,0.012,0.006,0.006,0.008,0.014,0.016,0.012,0.016,0.010,0.016,0.010,0.012,0.008,0.010,0.020,0.008,0.012,0.016,0.006,0.010,0.016,0.010,0.006,0.002,0.006,0.006,0.006,0.006,0.012,0.012,0.012,0.008,0.012,0.018,0.006,0.016,0.004,0.012,0.016,0.014,0.010,0.014,0.008,0.004,0.020,0.006,0.004,0.018,0.006,0.012,0.014,0.008,0.012,0.008,0.014,0.004,0.008,0.018,0.014,0.006,0.020,0.006,0.014,0.006,0.010,0.010,0.006,0.012,0.010,0.004,0.012,0.010,0.006,0.006,0.018,0.002,0.006,0.008,0.010,0.010,0.002,0.002,0.004,0.010,0.010,0.014,0.008,0.008,0.006,500
Client  39,0.004,0.008,0.012,0.010,0.010,0.016,0.006,0.016,0.010,0.012,0.010,0.014,0.008,0.012,0.014,0.012,0.010,0.016,0.018,0.004,0.010,0.008,0.002,0.004,0.006,0.008,0.010,0.010,0.004,0.006,0.014,0.014,0.010,0.008,0.008,0.006,0.008,0.010,0.002,0.016,0.006,0.006,0.014,0.012,0.008,0.002,0.012,0.016,0.006,0.006,0.008,0.010,0.010,0.004,0.008,0.010,0.014,0.014,0.004,0.016,0.024,0.012,0.006,0.008,0.008,0.014,0.010,0.012,0.010,0.008,0.012,0.014,0.010,0.016,0.010,0.010,0.006,0.004,0.010,0.020,0.008,0.008,0.006,0.020,0.010,0.016,0.004,0.012,0.014,0.008,0.004,0.006,0.020,0.008,0.010,0.012,0.004,0.008,0.010,0.016,500
Client  40,0.010,0.002,0.012,0.006,0.006,0.014,0.008,0.012,0.006,0.010,0.006,0.016,0.008,0.010,0.008,0.014,0.010,0.008,0.010,0.008,0.006,0.006,0.008,0.012,0.008,0.002,0.002,0.012,0.008,0.004,0.006,0.008,0.014,0.010,0.006,0.008,0.010,0.004,0.020,0.014,0.016,0.012,0.014,0.012,0.010,0.012,0.020,0.006,0.014,0.004,0.024,0.018,0.010,0.008,0.018,0.006,0.016,0.006,0.004,0.014,0.002,0.020,0.010,0.004,0.018,0.012,0.004,0.006,0.004,0.006,0.014,0.004,0.016,0.004,0.006,0.004,0.016,0.020,0.008,0.012,0.008,0.012,0.010,0.004,0.008,0.006,0.010,0.016,0.002,0.014,0.022,0.016,0.008,0.018,0.006,0.012,0.004,0.010,0.014,0.014,500
Client  41,0.014,0.006,0.010,0.012,0.014,0.020,0.008,0.006,0.014,0.006,0.012,0.008,0.002,0.008,0.020,0.004,0.012,0.020,0.006,0.016,0.008,0.016,0.006,0.008,0.006,0.012,0.010,0.016,0.008,0.006,0.016,0.008,0.014,0.012,0.010,0.002,0.008,0.010,0.020,0.020,0.012,0.016,0.004,0.008,0.012,0.010,0.012,0.006,0.010,0.006,0.002,0.010,0.014,0.004,0.012,0.010,0.006,0.006,0.020,0.012,0.012,0.014,0.016,0.006,0.002,0.002,0.014,0.010,0.008,0.006,0.006,0.008,0.010,0.004,0.018,0.008,0.002,0.012,0.010,0.010,0.010,0.012,0.012,0.010,0.012,0.008,0.016,0.006,0.004,0.008,0.010,0.012,0.004,0.012,0.010,0.006,0.010,0.008,0.012,0.014,500
Client  42,0.020,0.006,0.006,0.016,0.00,0.006,0.010,0.012,0.010,0.006,0.020,0.006,0.010,0.002,0.018,0.012,0.012,0.004,0.012,0.010,0.008,0.010,0.008,0.002,0.008,0.008,0.012,0.016,0.010,0.010,0.006,0.006,0.016,0.006,0.024,0.010,0.010,0.012,0.010,0.010,0.008,0.020,0.014,0.012,0.016,0.020,0.012,0.008,0.006,0.010,0.010,0.018,0.006,0.008,0.010,0.006,0.002,0.012,0.012,0.008,0.016,0.008,0.008,0.006,0.008,0.002,0.012,0.004,0.008,0.008,0.008,0.006,0.018,0.010,0.014,0.008,0.006,0.014,0.010,0.010,0.014,0.014,0.004,0.010,0.014,0.010,0.010,0.012,0.004,0.012,0.012,0.016,0.012,0.012,0.008,0.004,0.008,0.008,0.006,0.008,500
Client  43,0.010,0.010,0.008,0.008,0.006,0.006,0.006,0.006,0.008,0.018,0.012,0.004,0.018,0.016,0.004,0.016,0.014,0.014,0.008,0.016,0.010,0.018,0.010,0.012,0.016,0.008,0.006,0.012,0.010,0.010,0.006,0.004,0.008,0.014,0.012,0.006,0.008,0.010,0.006,0.016,0.008,0.006,0.008,0.006,0.006,0.012,0.012,0.006,0.010,0.010,0.002,0.014,0.008,0.006,0.010,0.014,0.018,0.014,0.012,0.022,0.006,0.004,0.006,0.012,0.008,0.008,0.010,0.002,0.006,0.008,0.010,0.008,0.012,0.020,0.008,0.006,0.010,0.008,0.020,0.014,0.010,0.010,0.018,0.010,0.010,0.006,0.018,0.006,0.008,0.016,0.010,0.010,0.010,0.002,0.006,0.006,0.012,0.006,0.010,0.016,500
Client  44,0.006,0.012,0.004,0.010,0.006,0.014,0.014,0.006,0.014,0.014,0.006,0.008,0.008,0.014,0.020,0.012,0.006,0.016,0.012,0.014,0.014,0.008,0.004,0.010,0.018,0.006,0.002,0.010,0.010,0.014,0.020,0.012,0.016,0.008,0.008,0.012,0.008,0.012,0.008,0.004,0.010,0.012,0.010,0.008,0.012,0.010,0.008,0.010,0.006,0.010,0.006,0.006,0.008,0.014,0.010,0.004,0.008,0.010,0.008,0.014,0.014,0.010,0.010,0.006,0.008,0.014,0.012,0.010,0.006,0.004,0.010,0.012,0.006,0.006,0.016,0.006,0.004,0.014,0.014,0.010,0.010,0.006,0.014,0.010,0.006,0.014,0.006,0.006,0.018,0.010,0.022,0.010,0.016,0.012,0.008,0.006,0.008,0.002,0.010,0.010,500
Client  45,0.006,0.012,0.006,0.006,0.014,0.006,0.010,0.012,0.010,0.012,0.008,0.012,0.006,0.014,0.004,0.010,0.008,0.008,0.002,0.010,0.006,0.004,0.006,0.006,0.016,0.008,0.008,0.008,0.008,0.016,0.014,0.014,0.006,0.012,0.010,0.002,0.018,0.010,0.010,0.014,0.006,0.006,0.012,0.020,0.012,0.010,0.010,0.012,0.014,0.006,0.006,0.014,0.010,0.014,0.014,0.010,0.010,0.016,0.010,0.006,0.014,0.006,0.010,0.008,0.010,0.008,0.014,0.014,0.002,0.008,0.012,0.012,0.016,0.010,0.016,0.022,0.006,0.004,0.008,0.008,0.014,0.020,0.008,0.012,0.008,0.002,0.006,0.008,0.008,0.006,0.010,0.016,0.010,0.018,0.008,0.014,0.014,0.006,0.006,0.008,500
Client  46,0.018,0.014,0.018,0.010,0.012,0.010,0.008,0.012,0.014,0.006,0.010,0.012,0.008,0.012,0.016,0.016,0.006,0.014,0.010,0.014,0.012,0.008,0.010,0.006,0.008,0.008,0.006,0.012,0.008,0.010,0.008,0.022,0.010,0.018,0.010,0.012,0.016,0.008,0.010,0.012,0.010,0.008,0.006,0.014,0.012,0.012,0.004,0.014,0.010,0.008,0.004,0.010,0.012,0.008,0.004,0.012,0.008,0.012,0.004,0.012,0.008,0.018,0.006,0.010,0.010,0.012,0.006,0.004,0.008,0.006,0.012,0.006,0.016,0.010,0.006,0.006,0.014,0.008,0.008,0.002,0.006,0.012,0.012,0.010,0.012,0.010,0.008,0.010,0.016,0.012,0.008,0.010,0.010,0.010,0.010,0.008,0.014,0.00,0.002,0.006,500
Client  47,0.002,0.010,0.010,0.004,0.014,0.010,0.012,0.008,0.006,0.022,0.012,0.008,0.004,0.012,0.010,0.010,0.016,0.008,0.012,0.012,0.008,0.006,0.006,0.010,0.016,0.014,0.014,0.008,0.006,0.008,0.010,0.012,0.018,0.006,0.004,0.006,0.010,0.008,0.010,0.008,0.006,0.018,0.010,0.004,0.012,0.006,0.010,0.002,0.010,0.008,0.012,0.014,0.004,0.008,0.014,0.014,0.00,0.002,0.014,0.008,0.004,0.014,0.00,0.010,0.010,0.010,0.014,0.012,0.012,0.020,0.012,0.010,0.014,0.006,0.016,0.010,0.016,0.006,0.010,0.008,0.004,0.004,0.016,0.006,0.012,0.012,0.014,0.006,0.014,0.008,0.012,0.008,0.002,0.018,0.022,0.012,0.008,0.012,0.014,0.016,500
Client  48,0.002,0.008,0.008,0.012,0.012,0.010,0.010,0.012,0.008,0.020,0.002,0.014,0.012,0.008,0.004,0.008,0.008,0.014,0.012,0.008,0.006,0.006,0.004,0.010,0.010,0.008,0.020,0.004,0.008,0.010,0.018,0.020,0.004,0.002,0.004,0.014,0.008,0.010,0.002,0.006,0.022,0.014,0.008,0.014,0.016,0.010,0.010,0.006,0.008,0.010,0.010,0.010,0.008,0.020,0.024,0.014,0.008,0.012,0.004,0.006,0.010,0.010,0.002,0.012,0.018,0.010,0.012,0.008,0.010,0.010,0.012,0.012,0.010,0.016,0.008,0.012,0.006,0.008,0.018,0.008,0.006,0.018,0.008,0.004,0.012,0.004,0.006,0.008,0.010,0.010,0.006,0.008,0.010,0.014,0.012,0.006,0.006,0.014,0.010,0.016,500
Client  49,0.008,0.008,0.016,0.012,0.010,0.002,0.010,0.010,0.012,0.012,0.006,0.008,0.006,0.014,0.010,0.012,0.014,0.004,0.004,0.020,0.002,0.006,0.012,0.016,0.006,0.006,0.006,0.016,0.008,0.010,0.014,0.016,0.016,0.014,0.008,0.006,0.012,0.008,0.016,0.008,0.002,0.006,0.010,0.008,0.006,0.020,0.008,0.014,0.008,0.008,0.002,0.006,0.014,0.008,0.008,0.014,0.008,0.010,0.012,0.010,0.012,0.002,0.010,0.006,0.004,0.020,0.008,0.002,0.010,0.008,0.012,0.016,0.008,0.006,0.006,0.016,0.008,0.008,0.016,0.006,0.016,0.012,0.016,0.010,0.010,0.016,0.012,0.006,0.010,0.012,0.010,0.016,0.006,0.006,0.026,0.010,0.004,0.016,0.004,0.012,500
Client  50,0.014,0.008,0.008,0.012,0.004,0.006,0.014,0.006,0.010,0.008,0.006,0.014,0.012,0.022,0.006,0.012,0.006,0.016,0.014,0.008,0.008,0.012,0.004,0.014,0.012,0.004,0.010,0.006,0.012,0.014,0.008,0.008,0.010,0.010,0.012,0.008,0.010,0.006,0.018,0.006,0.008,0.008,0.008,0.016,0.006,0.010,0.008,0.014,0.010,0.012,0.014,0.006,0.010,0.006,0.010,0.010,0.006,0.006,0.006,0.006,0.012,0.010,0.016,0.008,0.018,0.002,0.006,0.016,0.012,0.012,0.010,0.008,0.006,0.016,0.016,0.012,0.010,0.010,0.018,0.008,0.010,0.002,0.008,0.010,0.010,0.012,0.020,0.006,0.010,0.006,0.012,0.010,0.012,0.018,0.010,0.004,0.012,0.002,0.006,0.016,500
Client  51,0.006,0.008,0.008,0.016,0.008,0.002,0.016,0.014,0.020,0.012,0.012,0.010,0.008,0.006,0.012,0.012,0.020,0.006,0.004,0.010,0.002,0.012,0.008,0.012,0.008,0.004,0.010,0.014,0.002,0.020,0.014,0.004,0.012,0.012,0.006,0.010,0.012,0.012,0.008,0.016,0.008,0.014,0.008,0.008,0.014,0.014,0.012,0.014,0.004,0.008,0.010,0.014,0.010,0.012,0.002,0.010,0.016,0.014,0.014,0.016,0.010,0.010,0.010,0.016,0.010,0.010,0.012,0.016,0.008,0.008,0.010,0.018,0.006,0.010,0.004,0.018,0.006,0.016,0.010,0.014,0.006,0.006,0.006,0.008,0.006,0.004,0.012,0.006,0.010,0.006,0.006,0.006,0.008,0.006,0.006,0.006,0.010,0.014,0.006,0.010,500
Client  52,0.014,0.010,0.014,0.010,0.014,0.008,0.004,0.014,0.008,0.012,0.010,0.012,0.018,0.012,0.018,0.014,0.010,0.008,0.004,0.008,0.008,0.008,0.006,0.008,0.010,0.014,0.010,0.018,0.002,0.010,0.004,0.018,0.010,0.006,0.008,0.006,0.004,0.008,0.008,0.010,0.012,0.016,0.010,0.010,0.008,0.014,0.010,0.010,0.006,0.014,0.010,0.012,0.008,0.006,0.002,0.002,0.008,0.014,0.010,0.006,0.014,0.008,0.006,0.012,0.010,0.008,0.006,0.006,0.012,0.010,0.004,0.012,0.006,0.016,0.018,0.002,0.022,0.014,0.004,0.010,0.018,0.008,0.010,0.008,0.018,0.010,0.016,0.016,0.004,0.016,0.010,0.010,0.010,0.006,0.004,0.014,0.006,0.006,0.014,0.010,500
Client  53,0.010,0.006,0.004,0.006,0.008,0.006,0.008,0.006,0.012,0.010,0.012,0.010,0.014,0.014,0.012,0.014,0.004,0.008,0.006,0.004,0.004,0.004,0.012,0.008,0.014,0.010,0.010,0.022,0.010,0.008,0.008,0.002,0.006,0.012,0.016,0.010,0.012,0.014,0.016,0.006,0.008,0.002,0.008,0.00,0.014,0.014,0.010,0.012,0.024,0.006,0.008,0.014,0.010,0.006,0.004,0.004,0.012,0.012,0.010,0.006,0.008,0.004,0.016,0.006,0.010,0.020,0.006,0.016,0.010,0.006,0.010,0.010,0.014,0.010,0.014,0.010,0.002,0.006,0.016,0.012,0.022,0.008,0.012,0.018,0.010,0.014,0.006,0.016,0.012,0.016,0.004,0.012,0.008,0.010,0.010,0.008,0.010,0.006,0.022,0.008,500
Client  54,0.012,0.012,0.008,0.006,0.006,0.004,0.010,0.008,0.010,0.014,0.010,0.010,0.004,0.00,0.010,0.006,0.006,0.018,0.006,0.00,0.008,0.012,0.002,0.008,0.002,0.020,0.014,0.006,0.014,0.010,0.006,0.014,0.008,0.014,0.012,0.012,0.008,0.008,0.014,0.012,0.016,0.004,0.008,0.008,0.018,0.010,0.006,0.008,0.014,0.018,0.008,0.006,0.008,0.006,0.012,0.010,0.002,0.00,0.016,0.010,0.010,0.012,0.008,0.016,0.016,0.014,0.010,0.018,0.016,0.010,0.008,0.008,0.014,0.004,0.016,0.010,0.020,0.006,0.008,0.010,0.010,0.008,0.010,0.010,0.010,0.008,0.014,0.008,0.008,0.012,0.008,0.018,0.006,0.008,0.008,0.014,0.018,0.006,0.016,0.014,500
Client  55,0.010,0.006,0.006,0.004,0.008,0.006,0.008,0.006,0.010,0.012,0.016,0.004,0.008,0.006,0.012,0.016,0.004,0.014,0.008,0.00,0.018,0.004,0.010,0.008,0.004,0.018,0.008,0.014,0.008,0.022,0.008,0.014,0.012,0.006,0.008,0.012,0.010,0.020,0.022,0.006,0.012,0.014,0.016,0.002,0.008,0.010,0.016,0.008,0.006,0.014,0.010,0.004,0.010,0.012,0.002,0.006,0.016,0.010,0.008,0.008,0.010,0.008,0.012,0.014,0.010,0.008,0.012,0.014,0.010,0.014,0.018,0.008,0.006,0.008,0.010,0.012,0.010,0.002,0.010,0.006,0.014,0.010,0.018,0.014,0.012,0.014,0.012,0.008,0.008,0.012,0.010,0.006,0.014,0.010,0.006,0.008,0.010,0.006,0.010,0.008,500
Client  56,0.008,0.006,0.006,0.020,0.020,0.026,0.006,0.004,0.018,0.004,0.012,0.008,0.008,0.008,0.008,0.006,0.010,0.008,0.012,0.010,0.014,0.012,0.006,0.020,0.012,0.008,0.010,0.016,0.008,0.010,0.016,0.014,0.012,0.006,0.008,0.010,0.016,0.010,0.018,0.010,0.012,0.008,0.006,0.014,0.010,0.008,0.012,0.016,0.012,0.008,0.010,0.008,0.014,0.006,0.006,0.008,0.004,0.012,0.006,0.010,0.012,0.012,0.006,0.012,0.016,0.004,0.008,0.010,0.016,0.010,0.010,0.010,0.018,0.004,0.010,0.008,0.012,0.010,0.016,0.016,0.008,0.008,0.012,0.012,0.006,0.002,0.008,0.004,0.006,0.010,0.002,0.004,0.008,0.008,0.010,0.006,0.006,0.008,0.006,0.012,500
Client  57,0.022,0.008,0.018,0.008,0.024,0.002,0.006,0.016,0.006,0.006,0.014,0.010,0.002,0.008,0.010,0.004,0.016,0.008,0.002,0.012,0.010,0.008,0.006,0.010,0.004,0.012,0.012,0.008,0.020,0.006,0.004,0.004,0.012,0.014,0.020,0.006,0.008,0.010,0.014,0.006,0.018,0.010,0.012,0.008,0.018,0.012,0.002,0.012,0.012,0.010,0.010,0.006,0.006,0.014,0.014,0.014,0.010,0.004,0.012,0.012,0.010,0.012,0.008,0.018,0.010,0.008,0.006,0.010,0.012,0.004,0.010,0.006,0.008,0.008,0.008,0.008,0.002,0.018,0.018,0.010,0.014,0.012,0.012,0.010,0.018,0.006,0.008,0.008,0.008,0.006,0.008,0.018,0.004,0.002,0.014,0.006,0.008,0.020,0.008,0.004,500
Client  58,0.008,0.008,0.010,0.010,0.010,0.010,0.006,0.012,0.010,0.008,0.006,0.016,0.014,0.012,0.014,0.014,0.006,0.014,0.016,0.010,0.008,0.014,0.004,0.008,0.008,0.012,0.008,0.010,0.008,0.004,0.004,0.010,0.014,0.014,0.010,0.006,0.008,0.012,0.010,0.016,0.014,0.012,0.004,0.010,0.010,0.004,0.006,0.004,0.010,0.002,0.008,0.014,0.018,0.006,0.014,0.008,0.008,0.012,0.010,0.006,0.006,0.006,0.018,0.008,0.010,0.010,0.010,0.004,0.004,0.012,0.014,0.012,0.012,0.014,0.006,0.004,0.016,0.008,0.008,0.008,0.012,0.010,0.018,0.010,0.014,0.008,0.010,0.010,0.018,0.008,0.008,0.010,0.004,0.002,0.020,0.012,0.014,0.014,0.018,0.008,500
Client  59,0.014,0.006,0.008,0.012,0.006,0.008,0.010,0.012,0.008,0.004,0.002,0.012,0.008,0.006,0.020,0.004,0.008,0.008,0.012,0.006,0.010,0.014,0.006,0.012,0.012,0.016,0.012,0.002,0.008,0.008,0.006,0.008,0.016,0.010,0.020,0.006,0.010,0.012,0.002,0.010,0.008,0.002,0.008,0.012,0.014,0.008,0.012,0.008,0.004,0.012,0.012,0.014,0.004,0.014,0.010,0.014,0.012,0.016,0.008,0.010,0.004,0.016,0.002,0.024,0.008,0.002,0.018,0.016,0.008,0.014,0.018,0.012,0.010,0.014,0.012,0.004,0.006,0.010,0.012,0.012,0.002,0.002,0.010,0.012,0.008,0.012,0.008,0.012,0.012,0.012,0.006,0.010,0.008,0.016,0.004,0.030,0.010,0.006,0.004,0.018,500
Client  60,0.006,0.004,0.008,0.020,0.012,0.010,0.012,0.008,0.016,0.020,0.010,0.010,0.018,0.00,0.008,0.010,0.012,0.022,0.008,0.008,0.010,0.014,0.008,0.006,0.018,0.012,0.008,0.008,0.006,0.008,0.008,0.006,0.016,0.016,0.012,0.004,0.010,0.012,0.002,0.018,0.010,0.006,0.00,0.014,0.004,0.008,0.008,0.014,0.008,0.004,0.022,0.006,0.010,0.010,0.014,0.010,0.006,0.012,0.008,0.004,0.010,0.010,0.016,0.010,0.002,0.004,0.00,0.002,0.012,0.014,0.018,0.006,0.010,0.010,0.018,0.008,0.024,0.010,0.008,0.004,0.008,0.006,0.016,0.006,0.012,0.008,0.004,0.010,0.014,0.010,0.016,0.002,0.008,0.010,0.016,0.012,0.012,0.006,0.008,0.018,500
Client  61,0.010,0.002,0.016,0.012,0.010,0.014,0.010,0.006,0.008,0.012,0.008,0.014,0.010,0.010,0.012,0.010,0.006,0.014,0.014,0.008,0.018,0.012,0.016,0.016,0.004,0.010,0.022,0.002,0.014,0.014,0.012,0.008,0.006,0.008,0.006,0.006,0.014,0.012,0.010,0.018,0.006,0.010,0.002,0.018,0.008,0.008,0.014,0.010,0.016,0.014,0.014,0.004,0.010,0.014,0.006,0.010,0.014,0.008,0.012,0.014,0.008,0.008,0.010,0.010,0.014,0.006,0.008,0.012,0.004,0.006,0.004,0.002,0.016,0.010,0.006,0.006,0.010,0.014,0.012,0.010,0.016,0.008,0.010,0.010,0.006,0.006,0.008,0.002,0.008,0.006,0.012,0.022,0.006,0.014,0.012,0.006,0.004,0.008,0.008,0.006,500
Client  62,0.008,0.006,0.012,0.022,0.006,0.016,0.004,0.014,0.010,0.004,0.008,0.006,0.020,0.014,0.006,0.008,0.008,0.008,0.004,0.008,0.006,0.012,0.006,0.002,0.016,0.012,0.008,0.012,0.010,0.014,0.002,0.008,0.004,0.008,0.010,0.016,0.014,0.008,0.010,0.012,0.014,0.002,0.014,0.016,0.010,0.010,0.010,0.010,0.008,0.006,0.016,0.014,0.010,0.016,0.006,0.016,0.016,0.008,0.012,0.016,0.006,0.010,0.006,0.016,0.012,0.012,0.016,0.006,0.012,0.012,0.012,0.010,0.00,0.016,0.008,0.006,0.006,0.012,0.012,0.006,0.010,0.006,0.008,0.014,0.014,0.014,0.010,0.010,0.010,0.004,0.010,0.008,0.010,0.006,0.004,0.012,0.004,0.010,0.016,0.012,500
Client  63,0.004,0.012,0.002,0.008,0.006,0.010,0.004,0.012,0.010,0.010,0.012,0.00,0.002,0.008,0.006,0.016,0.008,0.006,0.016,0.012,0.006,0.010,0.018,0.010,0.006,0.006,0.010,0.010,0.016,0.012,0.020,0.006,0.020,0.00,0.008,0.014,0.016,0.006,0.006,0.010,0.012,0.012,0.006,0.006,0.012,0.014,0.006,0.010,0.006,0.012,0.006,0.002,0.008,0.010,0.006,0.016,0.010,0.016,0.008,0.012,0.010,0.016,0.012,0.014,0.014,0.008,0.016,0.010,0.012,0.006,0.008,0.006,0.012,0.012,0.006,0.002,0.004,0.010,0.004,0.012,0.008,0.016,0.028,0.008,0.012,0.018,0.008,0.008,0.018,0.016,0.008,0.010,0.012,0.010,0.008,0.002,0.012,0.016,0.012,0.012,500
Client  64,0.010,0.012,0.010,0.016,0.010,0.014,0.008,0.006,0.010,0.012,0.010,0.004,0.006,0.016,0.004,0.010,0.016,0.006,0.016,0.004,0.006,0.010,0.018,0.010,0.024,0.010,0.008,0.018,0.018,0.008,0.012,0.008,0.008,0.012,0.016,0.012,0.010,0.008,0.008,0.012,0.004,0.004,0.008,0.012,0.012,0.004,0.016,0.010,0.004,0.010,0.014,0.008,0.014,0.004,0.008,0.008,0.006,0.012,0.006,0.012,0.010,0.012,0.008,0.006,0.016,0.006,0.006,0.018,0.002,0.008,0.006,0.008,0.014,0.008,0.020,0.010,0.004,0.010,0.010,0.010,0.006,0.006,0.014,0.014,0.016,0.010,0.008,0.014,0.008,0.008,0.008,0.004,0.006,0.008,0.006,0.018,0.016,0.008,0.008,0.010,500
