Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  32,0.011,0.013,0.004,0.013,0.015,0.006,0.011,0.002,0.015,0.015,0.015,0.004,0.009,0.006,0.009,0.004,0.011,0.011,0.006,0.011,0.013,0.011,0.004,0.004,0.009,0.009,0.013,0.004,0.006,0.013,0.009,0.021,0.013,0.008,0.011,0.011,0.015,0.011,0.009,0.015,0.023,0.008,0.006,0.019,0.008,0.019,0.017,0.011,0.009,0.011,0.004,0.004,0.011,0.011,0.004,0.00,0.009,0.009,0.011,0.011,0.021,0.004,0.009,0.004,0.009,0.011,0.002,0.011,0.013,0.006,0.009,0.008,0.013,0.006,0.008,0.009,0.008,0.019,0.002,0.008,0.008,0.008,0.013,0.011,0.009,0.011,0.006,0.004,0.004,0.013,0.019,0.011,0.006,0.015,0.017,0.013,0.006,0.019,0.011,0.004,528
Client  33,0.007,0.011,0.002,0.009,0.007,0.009,0.007,0.014,0.014,0.005,0.007,0.014,0.016,0.014,0.014,0.021,0.011,0.005,0.009,0.007,0.002,0.009,0.007,0.005,0.009,0.016,0.007,0.014,0.011,0.005,0.009,0.018,0.009,0.014,0.007,0.018,0.011,0.018,0.025,0.011,0.005,0.007,0.014,0.007,0.002,0.009,0.011,0.009,0.005,0.009,0.005,0.011,0.007,0.009,0.011,0.007,0.016,0.009,0.009,0.014,0.007,0.011,0.016,0.009,0.009,0.016,0.021,0.016,0.005,0.007,0.007,0.011,0.005,0.005,0.016,0.011,0.016,0.005,0.009,0.002,0.007,0.007,0.005,0.002,0.009,0.016,0.016,0.007,0.016,0.016,0.007,0.007,0.009,0.007,0.007,0.014,0.007,0.016,0.005,0.011,436
Client  34,0.007,0.009,0.009,0.010,0.010,0.012,0.007,0.010,0.007,0.012,0.006,0.010,0.014,0.012,0.007,0.006,0.007,0.006,0.010,0.007,0.007,0.012,0.012,0.013,0.001,0.010,0.007,0.012,0.004,0.014,0.013,0.003,0.006,0.010,0.007,0.009,0.014,0.016,0.006,0.007,0.016,0.004,0.009,0.007,0.017,0.009,0.007,0.010,0.010,0.012,0.014,0.012,0.006,0.006,0.014,0.006,0.012,0.006,0.010,0.014,0.017,0.013,0.004,0.013,0.010,0.007,0.016,0.012,0.017,0.012,0.016,0.003,0.017,0.009,0.016,0.010,0.014,0.007,0.007,0.017,0.007,0.016,0.009,0.013,0.006,0.014,0.007,0.019,0.009,0.013,0.009,0.010,0.010,0.009,0.004,0.017,0.006,0.006,0.009,0.010,694
Client  35,0.013,0.004,0.011,0.009,0.009,0.013,0.020,0.009,0.011,0.00,0.022,0.009,0.009,0.022,0.013,0.020,0.011,0.025,0.011,0.011,0.007,0.007,0.004,0.009,0.009,0.009,0.013,0.004,0.011,0.016,0.002,0.016,0.016,0.011,0.011,0.004,0.011,0.011,0.009,0.007,0.011,0.013,0.009,0.009,0.007,0.004,0.013,0.009,0.011,0.011,0.004,0.011,0.011,0.009,0.011,0.007,0.007,0.004,0.007,0.013,0.029,0.007,0.016,0.009,0.009,0.004,0.007,0.002,0.007,0.007,0.009,0.009,0.004,0.007,0.011,0.004,0.004,0.004,0.011,0.007,0.011,0.018,0.011,0.013,0.004,0.013,0.009,0.013,0.007,0.004,0.004,0.013,0.007,0.011,0.009,0.011,0.016,0.002,0.013,0.016,448
Client  36,0.012,0.012,0.018,0.010,0.010,0.016,0.016,0.012,0.012,0.014,0.004,0.004,0.012,0.004,0.004,0.008,0.016,0.006,0.008,0.002,0.010,0.014,0.008,0.008,0.012,0.006,0.006,0.010,0.008,0.014,0.006,0.004,0.006,0.008,0.008,0.012,0.010,0.004,0.006,0.014,0.014,0.008,0.004,0.010,0.012,0.014,0.012,0.004,0.012,0.004,0.012,0.006,0.016,0.008,0.002,0.014,0.006,0.012,0.010,0.010,0.016,0.006,0.008,0.008,0.012,0.006,0.012,0.012,0.022,0.008,0.004,0.014,0.010,0.022,0.012,0.014,0.014,0.010,0.006,0.004,0.006,0.014,0.016,0.022,0.016,0.014,0.010,0.016,0.014,0.008,0.010,0.012,0.008,0.008,0.002,0.006,0.010,0.006,0.006,0.014,501
Client  37,0.018,0.010,0.008,0.010,0.006,0.014,0.002,0.012,0.010,0.006,0.018,0.008,0.010,0.008,0.006,0.012,0.016,0.010,0.010,0.008,0.004,0.002,0.012,0.010,0.012,0.004,0.008,0.008,0.020,0.008,0.012,0.012,0.016,0.012,0.006,0.010,0.006,0.010,0.014,0.006,0.006,0.006,0.012,0.006,0.004,0.012,0.006,0.006,0.014,0.008,0.002,0.004,0.004,0.008,0.010,0.008,0.010,0.012,0.014,0.012,0.016,0.010,0.016,0.008,0.014,0.008,0.002,0.004,0.010,0.014,0.012,0.012,0.014,0.008,0.008,0.020,0.018,0.006,0.006,0.022,0.016,0.008,0.006,0.018,0.004,0.010,0.012,0.008,0.008,0.004,0.010,0.010,0.010,0.006,0.014,0.010,0.004,0.012,0.010,0.018,492
Client  38,0.007,0.013,0.010,0.007,0.013,0.011,0.011,0.011,0.011,0.011,0.011,0.007,0.013,0.015,0.015,0.011,0.015,0.008,0.011,0.015,0.015,0.007,0.007,0.010,0.013,0.015,0.011,0.021,0.011,0.011,0.008,0.016,0.010,0.007,0.011,0.015,0.008,0.007,0.007,0.003,0.008,0.016,0.015,0.011,0.011,0.010,0.015,0.003,0.013,0.008,0.018,0.015,0.005,0.013,0.005,0.013,0.010,0.013,0.010,0.008,0.007,0.010,0.007,0.008,0.013,0.010,0.008,0.007,0.008,0.008,0.005,0.013,0.010,0.003,0.003,0.008,0.013,0.007,0.005,0.005,0.013,0.008,0.008,0.013,0.008,0.011,0.015,0.008,0.010,0.011,0.010,0.007,0.008,0.005,0.011,0.015,0.008,0.007,0.005,0.005,614
Client  39,0.015,0.010,0.005,0.014,0.006,0.008,0.008,0.012,0.011,0.009,0.012,0.007,0.015,0.011,0.008,0.009,0.012,0.006,0.009,0.014,0.014,0.010,0.017,0.005,0.018,0.007,0.016,0.008,0.008,0.014,0.010,0.007,0.015,0.012,0.011,0.017,0.008,0.011,0.005,0.010,0.011,0.009,0.018,0.003,0.011,0.008,0.012,0.011,0.005,0.006,0.006,0.012,0.010,0.007,0.007,0.012,0.006,0.009,0.010,0.006,0.011,0.011,0.010,0.010,0.009,0.009,0.006,0.014,0.007,0.006,0.012,0.011,0.014,0.009,0.011,0.007,0.012,0.008,0.008,0.001,0.011,0.014,0.012,0.010,0.014,0.014,0.009,0.006,0.014,0.012,0.008,0.012,0.010,0.011,0.014,0.009,0.008,0.010,0.008,0.006,884
Client  40,0.009,0.005,0.007,0.023,0.009,0.016,0.016,0.009,0.016,0.014,0.002,0.011,0.011,0.011,0.009,0.011,0.014,0.011,0.011,0.014,0.007,0.007,0.002,0.009,0.005,0.009,0.011,0.018,0.021,0.009,0.014,0.002,0.014,0.007,0.009,0.007,0.011,0.011,0.009,0.009,0.014,0.009,0.009,0.011,0.007,0.005,0.005,0.011,0.007,0.014,0.002,0.009,0.016,0.009,0.009,0.009,0.002,0.011,0.011,0.009,0.005,0.007,0.014,0.014,0.016,0.011,0.011,0.016,0.009,0.011,0.009,0.009,0.005,0.002,0.014,0.009,0.014,0.005,0.016,0.011,0.009,0.025,0.007,0.011,0.00,0.009,0.005,0.005,0.005,0.00,0.014,0.007,0.014,0.009,0.011,0.007,0.007,0.009,0.014,0.016,435
Client  41,0.009,0.009,0.003,0.006,0.012,0.016,0.006,0.003,0.012,0.006,0.006,0.00,0.009,0.003,0.006,0.016,0.016,0.012,0.009,0.003,0.016,0.019,0.016,0.016,0.006,0.009,0.022,0.009,0.009,0.006,0.006,0.012,0.009,0.012,0.003,0.009,0.012,0.016,0.006,0.025,0.006,0.003,0.009,0.003,0.006,0.006,0.009,0.016,0.006,0.009,0.009,0.012,0.012,0.009,0.016,0.016,0.006,0.009,0.012,0.006,0.003,0.006,0.012,0.009,0.006,0.012,0.019,0.006,0.003,0.016,0.006,0.00,0.016,0.009,0.016,0.009,0.012,0.012,0.00,0.012,0.022,0.012,0.006,0.022,0.006,0.003,0.009,0.012,0.006,0.019,0.003,0.006,0.009,0.016,0.009,0.016,0.019,0.016,0.006,0.009,322
Client  42,0.014,0.014,0.011,0.014,0.018,0.018,0.021,0.014,0.004,0.007,0.011,0.025,0.011,0.011,0.004,0.007,0.004,0.014,0.00,0.014,0.004,0.014,0.011,0.007,0.007,0.00,0.007,0.00,0.018,0.004,0.004,0.018,0.007,0.004,0.021,0.004,0.007,0.018,0.018,0.007,0.014,0.007,0.004,0.004,0.007,0.014,0.014,0.004,0.00,0.011,0.007,0.014,0.007,0.004,0.014,0.007,0.011,0.007,0.004,0.007,0.004,0.007,0.007,0.011,0.004,0.007,0.014,0.011,0.007,0.007,0.014,0.014,0.014,0.007,0.011,0.014,0.011,0.007,0.021,0.011,0.011,0.007,0.014,0.004,0.014,0.004,0.021,0.00,0.014,0.014,0.011,0.011,0.018,0.004,0.032,0.007,0.007,0.007,0.014,0.014,282
Client  43,0.014,0.004,0.002,0.012,0.006,0.006,0.014,0.002,0.006,0.020,0.004,0.008,0.014,0.006,0.008,0.006,0.006,0.004,0.008,0.008,0.008,0.012,0.018,0.006,0.008,0.010,0.008,0.018,0.006,0.006,0.010,0.010,0.008,0.006,0.010,0.004,0.012,0.008,0.006,0.012,0.010,0.010,0.014,0.006,0.014,0.018,0.008,0.012,0.014,0.006,0.008,0.014,0.008,0.010,0.010,0.012,0.012,0.014,0.014,0.012,0.014,0.008,0.012,0.008,0.012,0.006,0.014,0.014,0.008,0.008,0.006,0.012,0.002,0.008,0.002,0.010,0.010,0.020,0.014,0.002,0.010,0.008,0.014,0.010,0.012,0.010,0.012,0.008,0.004,0.010,0.018,0.008,0.012,0.010,0.010,0.014,0.022,0.008,0.014,0.012,493
Client  44,0.003,0.009,0.019,0.009,0.016,0.006,0.006,0.016,0.006,0.009,0.006,0.013,0.019,0.013,0.006,0.006,0.003,0.009,0.006,0.019,0.031,0.009,0.006,0.009,0.009,0.019,0.003,0.016,0.013,0.009,0.006,0.003,0.006,0.016,0.003,0.016,0.006,0.009,0.013,0.013,0.006,0.016,0.00,0.013,0.013,0.00,0.003,0.013,0.019,0.013,0.009,0.013,0.003,0.003,0.022,0.006,0.009,0.003,0.006,0.003,0.019,0.006,0.00,0.006,0.016,0.006,0.019,0.009,0.013,0.006,0.006,0.016,0.009,0.00,0.009,0.022,0.00,0.009,0.003,0.006,0.006,0.006,0.016,0.003,0.013,0.006,0.013,0.009,0.013,0.006,0.006,0.009,0.022,0.009,0.016,0.00,0.019,0.013,0.022,0.019,318
Client  45,0.009,0.004,0.016,0.004,0.002,0.018,0.007,0.011,0.014,0.013,0.009,0.005,0.005,0.00,0.009,0.005,0.007,0.016,0.009,0.009,0.014,0.002,0.016,0.018,0.013,0.011,0.005,0.014,0.009,0.007,0.014,0.009,0.014,0.011,0.013,0.005,0.007,0.009,0.005,0.009,0.009,0.018,0.007,0.009,0.009,0.014,0.007,0.007,0.013,0.011,0.011,0.004,0.011,0.007,0.009,0.011,0.007,0.013,0.011,0.007,0.007,0.009,0.011,0.016,0.013,0.011,0.007,0.009,0.004,0.013,0.014,0.004,0.007,0.018,0.011,0.009,0.004,0.011,0.020,0.011,0.011,0.013,0.009,0.007,0.009,0.011,0.013,0.016,0.013,0.007,0.007,0.007,0.005,0.011,0.018,0.009,0.013,0.013,0.013,0.011,553
Client  46,0.007,0.016,0.011,0.018,0.007,0.013,0.018,0.004,0.013,0.004,0.011,0.00,0.009,0.00,0.011,0.009,0.007,0.007,0.018,0.009,0.011,0.007,0.004,0.013,0.011,0.009,0.002,0.009,0.016,0.007,0.013,0.013,0.004,0.00,0.011,0.013,0.011,0.004,0.009,0.009,0.007,0.007,0.004,0.009,0.009,0.011,0.016,0.013,0.007,0.002,0.002,0.018,0.013,0.009,0.011,0.013,0.013,0.009,0.018,0.013,0.013,0.013,0.022,0.007,0.004,0.013,0.011,0.011,0.009,0.004,0.013,0.002,0.020,0.009,0.004,0.022,0.009,0.009,0.016,0.004,0.002,0.016,0.009,0.004,0.011,0.004,0.004,0.009,0.016,0.013,0.016,0.022,0.002,0.016,0.007,0.011,0.007,0.011,0.020,0.007,449
Client  47,0.011,0.006,0.011,0.011,0.009,0.013,0.015,0.017,0.002,0.013,0.017,0.009,0.019,0.017,0.013,0.011,0.013,0.006,0.022,0.00,0.015,0.011,0.002,0.017,0.004,0.006,0.004,0.019,0.004,0.009,0.006,0.004,0.006,0.009,0.009,0.004,0.009,0.009,0.006,0.002,0.015,0.009,0.009,0.004,0.017,0.009,0.004,0.009,0.004,0.015,0.004,0.011,0.017,0.011,0.009,0.006,0.002,0.002,0.011,0.013,0.011,0.017,0.011,0.015,0.011,0.009,0.017,0.009,0.009,0.009,0.019,0.011,0.009,0.004,0.011,0.015,0.006,0.006,0.015,0.011,0.004,0.015,0.009,0.013,0.009,0.013,0.011,0.006,0.011,0.015,0.009,0.013,0.009,0.009,0.006,0.002,0.009,0.009,0.011,0.024,465
Client  48,0.014,0.008,0.007,0.015,0.008,0.007,0.003,0.010,0.012,0.008,0.003,0.008,0.005,0.014,0.010,0.005,0.003,0.012,0.017,0.015,0.007,0.005,0.020,0.010,0.010,0.019,0.008,0.007,0.010,0.007,0.012,0.008,0.014,0.012,0.010,0.007,0.002,0.007,0.008,0.002,0.005,0.010,0.010,0.014,0.015,0.007,0.015,0.008,0.012,0.012,0.010,0.010,0.010,0.010,0.017,0.012,0.008,0.010,0.017,0.003,0.007,0.022,0.012,0.008,0.008,0.010,0.015,0.014,0.005,0.005,0.003,0.014,0.007,0.007,0.012,0.017,0.008,0.007,0.012,0.010,0.007,0.005,0.007,0.014,0.008,0.005,0.005,0.014,0.024,0.012,0.007,0.019,0.003,0.014,0.007,0.007,0.008,0.017,0.012,0.017,591
Client  49,0.008,0.016,0.010,0.010,0.012,0.014,0.012,0.014,0.014,0.010,0.010,0.010,0.012,0.012,0.012,0.006,0.008,0.002,0.006,0.008,0.014,0.006,0.014,0.016,0.006,0.016,0.016,0.006,0.008,0.010,0.008,0.008,0.018,0.008,0.012,0.008,0.010,0.008,0.010,0.012,0.008,0.012,0.014,0.002,0.006,0.006,0.006,0.012,0.012,0.012,0.020,0.008,0.004,0.008,0.008,0.014,0.016,0.012,0.002,0.008,0.008,0.008,0.010,0.010,0.018,0.012,0.006,0.008,0.012,0.016,0.006,0.008,0.014,0.008,0.014,0.006,0.006,0.002,0.010,0.004,0.006,0.004,0.008,0.004,0.014,0.010,0.006,0.010,0.010,0.010,0.010,0.010,0.008,0.010,0.014,0.018,0.012,0.004,0.018,0.004,493
Client  50,0.007,0.019,0.014,0.014,0.009,0.002,0.009,0.007,0.012,0.012,0.009,0.007,0.010,0.009,0.010,0.010,0.007,0.010,0.007,0.007,0.009,0.012,0.021,0.002,0.005,0.005,0.016,0.009,0.005,0.009,0.012,0.003,0.007,0.009,0.009,0.014,0.005,0.010,0.016,0.007,0.005,0.014,0.010,0.007,0.017,0.012,0.010,0.014,0.014,0.009,0.009,0.012,0.012,0.002,0.010,0.019,0.005,0.007,0.010,0.016,0.007,0.019,0.016,0.010,0.005,0.010,0.002,0.010,0.007,0.002,0.003,0.007,0.002,0.007,0.005,0.014,0.012,0.023,0.014,0.016,0.017,0.003,0.003,0.005,0.016,0.014,0.014,0.010,0.012,0.009,0.002,0.016,0.014,0.010,0.010,0.014,0.017,0.007,0.010,0.014,576
Client  51,0.011,0.011,0.008,0.013,0.009,0.016,0.014,0.006,0.013,0.006,0.008,0.013,0.011,0.008,0.016,0.009,0.006,0.005,0.009,0.009,0.008,0.008,0.006,0.013,0.011,0.008,0.016,0.016,0.019,0.009,0.020,0.008,0.016,0.008,0.016,0.011,0.013,0.014,0.008,0.002,0.008,0.006,0.014,0.009,0.013,0.009,0.016,0.008,0.005,0.011,0.011,0.008,0.011,0.013,0.013,0.013,0.002,0.013,0.008,0.008,0.005,0.011,0.014,0.005,0.017,0.009,0.016,0.008,0.003,0.011,0.006,0.011,0.011,0.011,0.019,0.003,0.017,0.006,0.008,0.013,0.003,0.006,0.009,0.009,0.014,0.014,0.005,0.006,0.013,0.005,0.014,0.011,0.006,0.008,0.013,0.011,0.003,0.005,0.011,0.005,637
Client  52,0.006,0.010,0.008,0.006,0.009,0.011,0.005,0.016,0.010,0.011,0.005,0.009,0.006,0.010,0.017,0.015,0.011,0.010,0.007,0.008,0.009,0.011,0.012,0.002,0.019,0.014,0.014,0.007,0.007,0.011,0.007,0.012,0.010,0.010,0.003,0.010,0.005,0.015,0.010,0.007,0.006,0.008,0.006,0.019,0.011,0.008,0.008,0.011,0.005,0.012,0.010,0.007,0.010,0.011,0.009,0.012,0.009,0.006,0.012,0.007,0.014,0.017,0.011,0.017,0.010,0.011,0.016,0.011,0.015,0.009,0.009,0.012,0.014,0.011,0.008,0.007,0.011,0.009,0.011,0.011,0.007,0.015,0.016,0.008,0.008,0.006,0.012,0.007,0.011,0.010,0.014,0.008,0.011,0.002,0.011,0.007,0.003,0.012,0.008,0.014,882
Client  53,0.010,0.010,0.012,0.012,0.00,0.002,0.012,0.012,0.012,0.00,0.010,0.015,0.005,0.005,0.002,0.012,0.019,0.012,0.005,0.015,0.010,0.017,0.012,0.005,0.010,0.015,0.005,0.005,0.010,0.007,0.010,0.012,0.012,0.005,0.015,0.002,0.002,0.005,0.022,0.007,0.015,0.015,0.012,0.007,0.007,0.005,0.015,0.012,0.007,0.010,0.015,0.007,0.007,0.022,0.015,0.019,0.017,0.007,0.002,0.005,0.015,0.019,0.007,0.010,0.010,0.010,0.015,0.002,0.015,0.015,0.002,0.005,0.012,0.005,0.015,0.017,0.012,0.002,0.012,0.012,0.007,0.005,0.005,0.017,0.012,0.007,0.012,0.015,0.010,0.022,0.015,0.005,0.012,0.015,0.007,0.007,0.007,0.012,0.002,0.007,413
Client  54,0.016,0.016,0.010,0.008,0.014,0.020,0.020,0.004,0.012,0.014,0.00,0.008,0.008,0.010,0.004,0.012,0.004,0.006,0.00,0.016,0.008,0.024,0.012,0.008,0.014,0.008,0.010,0.012,0.004,0.012,0.010,0.012,0.008,0.010,0.014,0.006,0.008,0.016,0.014,0.006,0.018,0.006,0.010,0.004,0.012,0.006,0.016,0.010,0.002,0.008,0.012,0.014,0.006,0.010,0.008,0.012,0.022,0.010,0.006,0.010,0.012,0.008,0.010,0.012,0.006,0.010,0.004,0.008,0.018,0.010,0.006,0.008,0.012,0.016,0.022,0.004,0.010,0.008,0.016,0.008,0.006,0.006,0.004,0.008,0.016,0.012,0.012,0.004,0.006,0.018,0.018,0.008,0.006,0.004,0.010,0.010,0.008,0.014,0.010,0.010,509
Client  55,0.008,0.011,0.008,0.008,0.010,0.009,0.008,0.010,0.009,0.014,0.015,0.024,0.010,0.008,0.005,0.008,0.010,0.008,0.010,0.005,0.009,0.008,0.009,0.004,0.008,0.013,0.010,0.010,0.005,0.009,0.011,0.015,0.014,0.006,0.010,0.014,0.011,0.008,0.014,0.011,0.017,0.010,0.015,0.010,0.010,0.014,0.005,0.009,0.008,0.005,0.014,0.009,0.014,0.009,0.006,0.006,0.008,0.009,0.014,0.013,0.009,0.009,0.015,0.013,0.006,0.010,0.011,0.015,0.008,0.009,0.006,0.017,0.005,0.015,0.008,0.013,0.004,0.006,0.010,0.008,0.013,0.011,0.008,0.011,0.009,0.014,0.009,0.009,0.008,0.008,0.013,0.019,0.005,0.013,0.009,0.006,0.010,0.010,0.005,0.008,783
Client  56,0.010,0.005,0.010,0.019,0.010,0.005,0.012,0.015,0.012,0.002,0.005,0.002,0.007,0.012,0.010,0.010,0.012,0.005,0.002,0.017,0.00,0.022,0.007,0.007,0.012,0.017,0.017,0.012,0.012,0.024,0.007,0.012,0.010,0.015,0.017,0.007,0.007,0.012,0.005,0.007,0.012,0.005,0.005,0.012,0.005,0.007,0.012,0.012,0.007,0.010,0.007,0.005,0.005,0.022,0.017,0.005,0.010,0.005,0.005,0.007,0.012,0.010,0.005,0.007,0.007,0.010,0.007,0.007,0.034,0.012,0.007,0.017,0.007,0.015,0.007,0.017,0.005,0.010,0.012,0.010,0.005,0.007,0.010,0.017,0.010,0.002,0.012,0.022,0.002,0.007,0.015,0.010,0.007,0.012,0.010,0.010,0.007,0.002,0.017,0.012,413
Client  57,0.004,0.015,0.013,0.011,0.011,0.008,0.006,0.019,0.008,0.006,0.004,0.004,0.013,0.008,0.019,0.015,0.004,0.004,0.008,0.013,0.011,0.008,0.013,0.008,0.013,0.008,0.015,0.006,0.013,0.004,0.013,0.008,0.011,0.011,0.017,0.013,0.013,0.017,0.013,0.013,0.015,0.008,0.008,0.019,0.008,0.011,0.019,0.004,0.006,0.002,0.006,0.017,0.008,0.006,0.013,0.017,0.013,0.008,0.017,0.013,0.013,0.011,0.013,0.008,0.002,0.015,0.006,0.015,0.011,0.013,0.006,0.008,0.004,0.006,0.006,0.004,0.004,0.008,0.008,0.011,0.006,0.011,0.002,0.006,0.006,0.011,0.011,0.019,0.008,0.011,0.017,0.011,0.006,0.013,0.013,0.011,0.006,0.004,0.011,0.011,476
Client  58,0.009,0.009,0.011,0.007,0.011,0.011,0.015,0.007,0.009,0.011,0.004,0.005,0.009,0.011,0.018,0.009,0.011,0.007,0.016,0.009,0.011,0.020,0.002,0.009,0.013,0.007,0.007,0.013,0.007,0.015,0.005,0.002,0.007,0.020,0.005,0.005,0.005,0.013,0.007,0.013,0.004,0.016,0.016,0.016,0.007,0.007,0.007,0.011,0.011,0.009,0.013,0.007,0.005,0.013,0.011,0.015,0.013,0.015,0.015,0.011,0.020,0.009,0.004,0.018,0.005,0.007,0.016,0.005,0.013,0.005,0.011,0.009,0.005,0.013,0.007,0.011,0.007,0.013,0.013,0.013,0.013,0.015,0.004,0.013,0.011,0.007,0.005,0.015,0.002,0.00,0.007,0.004,0.015,0.015,0.009,0.005,0.013,0.013,0.011,0.013,551
Client  59,0.012,0.015,0.004,0.012,0.017,0.004,0.008,0.012,0.012,0.006,0.010,0.012,0.002,0.012,0.010,0.004,0.006,0.019,0.010,0.010,0.008,0.013,0.004,0.015,0.013,0.006,0.010,0.013,0.010,0.008,0.012,0.013,0.017,0.013,0.010,0.008,0.006,0.012,0.012,0.013,0.015,0.013,0.006,0.010,0.008,0.008,0.012,0.008,0.008,0.006,0.010,0.008,0.012,0.004,0.017,0.008,0.021,0.013,0.010,0.015,0.013,0.010,0.017,0.006,0.006,0.010,0.002,0.013,0.010,0.019,0.013,0.013,0.010,0.012,0.002,0.008,0.017,0.013,0.013,0.006,0.004,0.006,0.010,0.004,0.015,0.012,0.004,0.013,0.013,0.013,0.006,0.008,0.010,0.017,0.006,0.002,0.013,0.006,0.004,0.004,520
Client  60,0.005,0.00,0.005,0.005,0.010,0.010,0.013,0.020,0.010,0.013,0.00,0.018,0.003,0.010,0.008,0.008,0.005,0.015,0.013,0.008,0.005,0.008,0.013,0.013,0.020,0.008,0.018,0.005,0.013,0.010,0.020,0.008,0.013,0.008,0.008,0.00,0.015,0.008,0.005,0.015,0.013,0.008,0.008,0.025,0.008,0.010,0.008,0.008,0.013,0.008,0.018,0.008,0.005,0.010,0.003,0.005,0.005,0.005,0.025,0.008,0.020,0.015,0.013,0.015,0.005,0.013,0.010,0.010,0.005,0.005,0.010,0.003,0.010,0.023,0.020,0.015,0.013,0.010,0.010,0.013,0.005,0.003,0.015,0.005,0.008,0.015,0.010,0.015,0.003,0.008,0.005,0.013,0.003,0.010,0.013,0.005,0.005,0.018,0.013,0.005,394
Client  61,0.010,0.007,0.010,0.010,0.017,0.007,0.007,0.010,0.012,0.005,0.015,0.007,0.002,0.007,0.002,0.007,0.005,0.020,0.007,0.012,0.007,0.015,0.010,0.00,0.010,0.00,0.002,0.005,0.005,0.012,0.020,0.002,0.005,0.012,0.010,0.017,0.007,0.012,0.012,0.015,0.007,0.015,0.005,0.015,0.012,0.012,0.007,0.017,0.015,0.005,0.002,0.005,0.005,0.005,0.005,0.020,0.010,0.010,0.012,0.010,0.005,0.015,0.010,0.010,0.020,0.002,0.015,0.007,0.005,0.005,0.012,0.012,0.005,0.012,0.012,0.015,0.005,0.020,0.007,0.015,0.012,0.012,0.015,0.012,0.012,0.010,0.015,0.010,0.017,0.012,0.005,0.017,0.015,0.007,0.002,0.017,0.010,0.002,0.012,0.017,406
Client  62,0.013,0.007,0.007,0.011,0.013,0.009,0.007,0.020,0.007,0.007,0.004,0.018,0.004,0.009,0.009,0.011,0.007,0.018,0.013,0.007,0.007,0.015,0.013,0.013,0.013,0.020,0.015,0.011,0.009,0.009,0.004,0.009,0.018,0.013,0.002,0.018,0.009,0.007,0.009,0.009,0.007,0.002,0.013,0.007,0.004,0.007,0.009,0.004,0.011,0.009,0.007,0.007,0.015,0.020,0.011,0.009,0.013,0.009,0.013,0.013,0.026,0.007,0.011,0.013,0.007,0.007,0.022,0.015,0.011,0.004,0.013,0.011,0.002,0.011,0.009,0.00,0.011,0.004,0.007,0.015,0.007,0.013,0.013,0.007,0.011,0.011,0.007,0.009,0.009,0.013,0.015,0.007,0.011,0.009,0.013,0.002,0.004,0.007,0.009,0.011,456
Client  63,0.014,0.010,0.019,0.004,0.008,0.002,0.014,0.010,0.008,0.010,0.006,0.014,0.010,0.014,0.006,0.006,0.012,0.006,0.006,0.008,0.010,0.019,0.014,0.008,0.010,0.017,0.006,0.012,0.010,0.008,0.006,0.006,0.010,0.014,0.008,0.012,0.008,0.012,0.010,0.006,0.008,0.019,0.004,0.012,0.010,0.012,0.010,0.008,0.010,0.017,0.021,0.004,0.017,0.014,0.008,0.008,0.014,0.002,0.012,0.010,0.008,0.010,0.006,0.010,0.006,0.014,0.010,0.012,0.010,0.006,0.006,0.006,0.006,0.019,0.010,0.010,0.006,0.008,0.004,0.014,0.012,0.006,0.012,0.012,0.008,0.017,0.008,0.004,0.004,0.010,0.006,0.010,0.004,0.017,0.006,0.010,0.002,0.017,0.012,0.008,484
Client  64,0.020,0.006,0.014,0.009,0.015,0.014,0.008,0.005,0.008,0.011,0.005,0.008,0.011,0.014,0.014,0.020,0.012,0.011,0.012,0.012,0.009,0.006,0.008,0.011,0.017,0.015,0.008,0.011,0.008,0.006,0.008,0.008,0.005,0.008,0.011,0.012,0.009,0.006,0.012,0.011,0.009,0.008,0.017,0.015,0.012,0.014,0.002,0.009,0.011,0.011,0.009,0.009,0.006,0.009,0.008,0.006,0.011,0.008,0.008,0.009,0.009,0.017,0.017,0.012,0.008,0.003,0.012,0.014,0.008,0.014,0.014,0.014,0.008,0.008,0.011,0.011,0.002,0.012,0.008,0.005,0.009,0.012,0.009,0.008,0.009,0.008,0.006,0.009,0.008,0.012,0.011,0.011,0.011,0.014,0.017,0.009,0.011,0.006,0.011,0.002,652
