Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  32,0.029,0.050,0.010,0.004,0.00,0.00,0.015,0.00,0.002,0.004,0.004,0.00,0.006,0.00,0.002,0.00,0.00,0.004,0.002,0.00,0.034,0.002,0.00,0.00,0.00,0.023,0.004,0.010,0.00,0.002,0.00,0.00,0.00,0.027,0.002,0.00,0.00,0.010,0.00,0.00,0.006,0.00,0.00,0.002,0.00,0.002,0.002,0.00,0.002,0.002,0.015,0.00,0.00,0.002,0.013,0.044,0.002,0.00,0.004,0.00,0.00,0.011,0.00,0.021,0.027,0.00,0.015,0.002,0.00,0.019,0.00,0.010,0.010,0.006,0.00,0.002,0.00,0.002,0.002,0.010,0.017,0.004,0.00,0.013,0.027,0.010,0.00,0.006,0.002,0.00,0.008,0.00,0.002,0.015,0.093,0.002,0.065,0.00,0.103,0.162,525
Client  33,0.003,0.017,0.00,0.00,0.032,0.002,0.003,0.00,0.00,0.012,0.003,0.007,0.017,0.00,0.00,0.00,0.022,0.00,0.032,0.005,0.00,0.002,0.012,0.00,0.012,0.003,0.013,0.00,0.00,0.010,0.002,0.010,0.003,0.010,0.00,0.005,0.005,0.00,0.00,0.00,0.00,0.00,0.010,0.028,0.008,0.00,0.042,0.037,0.00,0.00,0.00,0.005,0.00,0.00,0.00,0.017,0.005,0.00,0.025,0.002,0.00,0.005,0.00,0.00,0.003,0.055,0.00,0.00,0.005,0.002,0.050,0.023,0.00,0.002,0.012,0.005,0.00,0.00,0.073,0.002,0.008,0.003,0.002,0.00,0.040,0.00,0.002,0.00,0.005,0.002,0.002,0.00,0.00,0.040,0.027,0.035,0.003,0.00,0.007,0.170,600
Client  34,0.072,0.078,0.012,0.034,0.030,0.002,0.00,0.004,0.012,0.002,0.048,0.002,0.028,0.032,0.002,0.00,0.014,0.054,0.028,0.00,0.014,0.00,0.00,0.00,0.00,0.016,0.004,0.004,0.006,0.002,0.014,0.008,0.040,0.018,0.00,0.002,0.002,0.002,0.00,0.010,0.00,0.022,0.012,0.012,0.00,0.004,0.030,0.00,0.018,0.002,0.016,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.020,0.00,0.002,0.010,0.00,0.018,0.002,0.00,0.00,0.002,0.002,0.016,0.00,0.006,0.006,0.048,0.022,0.00,0.00,0.00,0.00,0.00,0.006,0.004,0.00,0.00,0.060,0.016,0.006,0.002,0.046,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,503
Client  35,0.002,0.006,0.006,0.00,0.002,0.042,0.012,0.00,0.00,0.002,0.00,0.067,0.002,0.002,0.00,0.031,0.065,0.002,0.035,0.010,0.00,0.002,0.002,0.008,0.017,0.00,0.00,0.00,0.017,0.002,0.00,0.035,0.002,0.00,0.012,0.002,0.036,0.052,0.119,0.00,0.002,0.006,0.002,0.00,0.056,0.00,0.006,0.006,0.00,0.031,0.00,0.048,0.00,0.004,0.002,0.006,0.021,0.002,0.002,0.00,0.015,0.006,0.029,0.027,0.00,0.002,0.004,0.023,0.013,0.00,0.00,0.100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,521
Client  36,0.069,0.00,0.00,0.00,0.00,0.00,0.00,0.032,0.00,0.028,0.00,0.014,0.00,0.00,0.021,0.009,0.00,0.00,0.00,0.060,0.028,0.00,0.030,0.002,0.048,0.00,0.00,0.023,0.00,0.00,0.00,0.002,0.007,0.00,0.002,0.00,0.002,0.014,0.005,0.007,0.00,0.034,0.009,0.002,0.002,0.032,0.005,0.009,0.005,0.007,0.002,0.00,0.00,0.00,0.00,0.00,0.00,0.018,0.002,0.005,0.009,0.011,0.002,0.005,0.00,0.00,0.007,0.023,0.002,0.00,0.00,0.00,0.007,0.032,0.009,0.067,0.048,0.057,0.016,0.002,0.00,0.00,0.00,0.016,0.00,0.014,0.00,0.002,0.002,0.018,0.044,0.016,0.00,0.002,0.00,0.002,0.00,0.002,0.023,0.023,435
Client  37,0.067,0.00,0.022,0.117,0.038,0.002,0.00,0.00,0.018,0.028,0.036,0.002,0.00,0.016,0.00,0.014,0.00,0.030,0.00,0.008,0.002,0.024,0.061,0.00,0.00,0.00,0.002,0.004,0.020,0.00,0.002,0.00,0.00,0.00,0.010,0.00,0.002,0.002,0.012,0.059,0.016,0.00,0.032,0.002,0.006,0.004,0.002,0.002,0.002,0.020,0.00,0.010,0.00,0.071,0.006,0.022,0.061,0.00,0.004,0.030,0.002,0.00,0.004,0.002,0.00,0.018,0.010,0.00,0.004,0.002,0.016,0.004,0.00,0.002,0.00,0.008,0.002,0.00,0.00,0.006,0.00,0.004,0.014,0.020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,506
Client  38,0.00,0.004,0.022,0.00,0.002,0.00,0.002,0.00,0.022,0.002,0.036,0.00,0.00,0.00,0.014,0.042,0.00,0.008,0.006,0.030,0.044,0.004,0.004,0.084,0.034,0.006,0.006,0.006,0.012,0.076,0.024,0.00,0.002,0.022,0.002,0.034,0.054,0.00,0.062,0.00,0.00,0.00,0.00,0.020,0.002,0.00,0.00,0.00,0.020,0.006,0.016,0.00,0.00,0.00,0.00,0.026,0.002,0.004,0.004,0.006,0.002,0.010,0.00,0.00,0.026,0.00,0.006,0.002,0.018,0.048,0.00,0.034,0.020,0.002,0.026,0.024,0.002,0.002,0.004,0.002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500
Client  39,0.002,0.00,0.00,0.00,0.00,0.021,0.049,0.004,0.00,0.002,0.00,0.027,0.021,0.002,0.00,0.006,0.002,0.010,0.00,0.00,0.00,0.00,0.023,0.00,0.035,0.016,0.002,0.023,0.00,0.004,0.056,0.006,0.002,0.00,0.010,0.008,0.016,0.008,0.008,0.002,0.00,0.002,0.004,0.00,0.00,0.004,0.058,0.025,0.00,0.00,0.052,0.00,0.00,0.00,0.008,0.004,0.017,0.016,0.054,0.00,0.008,0.019,0.00,0.006,0.002,0.00,0.010,0.017,0.00,0.00,0.006,0.012,0.037,0.00,0.004,0.00,0.029,0.00,0.019,0.019,0.035,0.023,0.006,0.035,0.00,0.004,0.101,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,515
Client  40,0.00,0.012,0.00,0.002,0.004,0.00,0.018,0.035,0.004,0.024,0.00,0.00,0.00,0.016,0.053,0.014,0.006,0.00,0.065,0.004,0.00,0.002,0.00,0.004,0.00,0.002,0.006,0.00,0.00,0.002,0.002,0.00,0.012,0.00,0.00,0.012,0.006,0.031,0.055,0.026,0.002,0.00,0.00,0.002,0.089,0.00,0.006,0.00,0.010,0.041,0.008,0.035,0.00,0.031,0.010,0.00,0.026,0.004,0.035,0.00,0.031,0.002,0.010,0.00,0.012,0.087,0.012,0.00,0.00,0.030,0.051,0.00,0.006,0.00,0.026,0.00,0.020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,508
Client  41,0.00,0.006,0.00,0.00,0.00,0.003,0.00,0.006,0.006,0.028,0.00,0.006,0.00,0.003,0.00,0.003,0.003,0.00,0.00,0.00,0.059,0.00,0.00,0.006,0.008,0.017,0.00,0.003,0.011,0.00,0.00,0.008,0.00,0.00,0.006,0.00,0.00,0.020,0.017,0.008,0.047,0.017,0.003,0.003,0.00,0.036,0.006,0.003,0.00,0.00,0.006,0.00,0.011,0.00,0.00,0.00,0.00,0.00,0.00,0.017,0.003,0.017,0.011,0.017,0.011,0.089,0.006,0.081,0.022,0.003,0.00,0.020,0.003,0.008,0.034,0.003,0.061,0.008,0.003,0.00,0.00,0.00,0.008,0.00,0.00,0.00,0.148,0.014,0.00,0.00,0.042,0.00,0.00,0.00,0.00,0.00,0.003,0.00,0.00,0.014,358
Client  42,0.002,0.006,0.00,0.013,0.008,0.00,0.00,0.00,0.040,0.013,0.036,0.00,0.00,0.002,0.00,0.00,0.00,0.011,0.017,0.004,0.00,0.002,0.002,0.00,0.002,0.050,0.00,0.019,0.00,0.038,0.011,0.00,0.00,0.019,0.00,0.006,0.00,0.008,0.002,0.019,0.002,0.00,0.00,0.004,0.006,0.00,0.00,0.00,0.057,0.00,0.082,0.002,0.00,0.002,0.00,0.053,0.002,0.006,0.002,0.017,0.002,0.004,0.021,0.00,0.00,0.006,0.015,0.002,0.002,0.00,0.017,0.004,0.00,0.021,0.059,0.002,0.00,0.025,0.002,0.002,0.00,0.00,0.00,0.006,0.006,0.00,0.025,0.011,0.002,0.004,0.029,0.00,0.067,0.021,0.00,0.00,0.004,0.071,0.00,0.002,476
Client  43,0.002,0.00,0.00,0.00,0.00,0.002,0.030,0.008,0.00,0.148,0.00,0.022,0.002,0.00,0.00,0.00,0.014,0.002,0.002,0.018,0.00,0.002,0.002,0.00,0.016,0.006,0.00,0.026,0.024,0.00,0.042,0.00,0.00,0.004,0.008,0.032,0.022,0.00,0.00,0.004,0.00,0.004,0.002,0.00,0.014,0.006,0.062,0.00,0.002,0.00,0.012,0.00,0.002,0.022,0.002,0.020,0.00,0.00,0.014,0.056,0.00,0.00,0.002,0.054,0.070,0.026,0.026,0.030,0.040,0.012,0.004,0.010,0.002,0.006,0.012,0.004,0.00,0.00,0.044,0.002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500
Client  44,0.00,0.010,0.006,0.010,0.025,0.002,0.002,0.054,0.00,0.044,0.00,0.002,0.00,0.037,0.006,0.050,0.002,0.00,0.00,0.002,0.00,0.00,0.033,0.00,0.00,0.004,0.00,0.006,0.072,0.054,0.008,0.004,0.085,0.002,0.031,0.00,0.004,0.00,0.017,0.00,0.008,0.00,0.00,0.014,0.00,0.077,0.00,0.00,0.00,0.002,0.00,0.00,0.002,0.002,0.00,0.012,0.029,0.002,0.00,0.002,0.002,0.010,0.006,0.014,0.010,0.00,0.00,0.002,0.014,0.058,0.00,0.037,0.00,0.00,0.008,0.00,0.008,0.002,0.002,0.00,0.010,0.044,0.00,0.002,0.00,0.00,0.00,0.00,0.00,0.008,0.004,0.002,0.004,0.037,0.00,0.00,0.00,0.00,0.00,0.00,517
Client  45,0.002,0.00,0.009,0.00,0.002,0.191,0.002,0.002,0.00,0.00,0.009,0.00,0.00,0.005,0.046,0.00,0.00,0.003,0.005,0.00,0.00,0.00,0.006,0.003,0.020,0.002,0.002,0.015,0.002,0.003,0.002,0.002,0.022,0.00,0.00,0.008,0.002,0.00,0.00,0.003,0.00,0.00,0.00,0.045,0.002,0.005,0.002,0.002,0.015,0.00,0.003,0.00,0.005,0.00,0.00,0.003,0.003,0.006,0.023,0.00,0.00,0.018,0.002,0.029,0.00,0.00,0.002,0.00,0.00,0.00,0.002,0.006,0.002,0.00,0.002,0.006,0.003,0.002,0.006,0.006,0.012,0.00,0.006,0.00,0.003,0.002,0.00,0.00,0.002,0.031,0.00,0.046,0.031,0.042,0.002,0.032,0.231,0.00,0.00,0.00,649
Client  46,0.006,0.00,0.00,0.00,0.00,0.006,0.009,0.003,0.00,0.020,0.061,0.038,0.00,0.00,0.009,0.00,0.012,0.035,0.003,0.003,0.003,0.006,0.003,0.003,0.018,0.00,0.012,0.00,0.015,0.00,0.015,0.006,0.009,0.003,0.003,0.006,0.009,0.00,0.003,0.079,0.058,0.00,0.003,0.035,0.00,0.012,0.026,0.00,0.00,0.00,0.003,0.00,0.006,0.003,0.003,0.00,0.023,0.015,0.00,0.003,0.00,0.00,0.00,0.012,0.003,0.006,0.00,0.003,0.00,0.015,0.00,0.018,0.006,0.00,0.00,0.020,0.044,0.00,0.00,0.00,0.035,0.00,0.044,0.015,0.038,0.018,0.026,0.003,0.006,0.009,0.003,0.00,0.038,0.00,0.00,0.00,0.044,0.009,0.003,0.00,342
Client  47,0.022,0.00,0.00,0.004,0.020,0.032,0.095,0.010,0.077,0.004,0.002,0.006,0.012,0.016,0.00,0.00,0.006,0.008,0.032,0.002,0.010,0.006,0.00,0.022,0.024,0.043,0.00,0.00,0.00,0.036,0.004,0.00,0.012,0.002,0.002,0.00,0.004,0.004,0.002,0.061,0.00,0.018,0.008,0.002,0.00,0.002,0.018,0.00,0.00,0.004,0.026,0.010,0.00,0.00,0.00,0.00,0.010,0.00,0.002,0.00,0.00,0.00,0.002,0.008,0.010,0.012,0.016,0.004,0.00,0.014,0.004,0.036,0.037,0.012,0.004,0.00,0.00,0.00,0.002,0.016,0.00,0.010,0.00,0.020,0.010,0.006,0.00,0.018,0.006,0.039,0.002,0.039,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,507
Client  48,0.00,0.006,0.036,0.006,0.00,0.002,0.006,0.015,0.032,0.008,0.051,0.00,0.00,0.025,0.015,0.00,0.00,0.002,0.034,0.00,0.013,0.00,0.006,0.002,0.00,0.004,0.042,0.00,0.00,0.00,0.021,0.004,0.00,0.00,0.00,0.040,0.00,0.004,0.00,0.021,0.00,0.002,0.00,0.011,0.008,0.00,0.00,0.006,0.032,0.00,0.004,0.00,0.004,0.017,0.006,0.00,0.00,0.002,0.019,0.00,0.038,0.044,0.00,0.004,0.00,0.00,0.019,0.002,0.00,0.008,0.002,0.015,0.011,0.002,0.021,0.006,0.00,0.019,0.00,0.004,0.00,0.006,0.032,0.004,0.00,0.006,0.032,0.013,0.00,0.002,0.019,0.00,0.015,0.116,0.015,0.00,0.004,0.011,0.023,0.00,475
Client  49,0.026,0.004,0.00,0.00,0.00,0.004,0.011,0.004,0.00,0.007,0.00,0.00,0.048,0.00,0.040,0.00,0.00,0.00,0.004,0.00,0.033,0.00,0.00,0.00,0.00,0.00,0.00,0.169,0.004,0.00,0.002,0.002,0.006,0.006,0.00,0.079,0.028,0.00,0.017,0.00,0.018,0.006,0.00,0.015,0.00,0.004,0.002,0.006,0.00,0.002,0.00,0.009,0.002,0.00,0.002,0.002,0.00,0.002,0.028,0.009,0.00,0.00,0.022,0.002,0.00,0.011,0.020,0.00,0.029,0.002,0.00,0.00,0.011,0.004,0.002,0.020,0.00,0.004,0.00,0.002,0.064,0.00,0.00,0.002,0.042,0.002,0.00,0.00,0.020,0.00,0.018,0.017,0.00,0.002,0.018,0.090,0.00,0.00,0.00,0.00,544
Client  50,0.004,0.016,0.004,0.00,0.002,0.018,0.010,0.012,0.086,0.00,0.002,0.040,0.002,0.00,0.00,0.014,0.00,0.00,0.00,0.00,0.010,0.002,0.004,0.012,0.010,0.00,0.006,0.00,0.002,0.002,0.002,0.00,0.002,0.054,0.00,0.002,0.030,0.002,0.00,0.00,0.00,0.012,0.00,0.002,0.056,0.026,0.00,0.00,0.002,0.00,0.060,0.006,0.002,0.008,0.088,0.00,0.004,0.002,0.006,0.040,0.006,0.002,0.004,0.00,0.00,0.00,0.00,0.00,0.00,0.006,0.00,0.00,0.004,0.004,0.028,0.018,0.018,0.016,0.00,0.018,0.00,0.020,0.00,0.022,0.010,0.00,0.00,0.012,0.002,0.00,0.038,0.020,0.076,0.016,0.00,0.00,0.00,0.00,0.00,0.00,502
Client  51,0.00,0.00,0.00,0.00,0.00,0.048,0.004,0.00,0.024,0.00,0.004,0.002,0.00,0.00,0.00,0.00,0.00,0.002,0.002,0.00,0.002,0.002,0.056,0.038,0.002,0.00,0.002,0.014,0.002,0.002,0.00,0.016,0.00,0.00,0.038,0.00,0.010,0.00,0.006,0.00,0.00,0.008,0.024,0.00,0.00,0.00,0.002,0.006,0.00,0.00,0.020,0.070,0.004,0.020,0.002,0.00,0.018,0.008,0.00,0.004,0.080,0.006,0.010,0.018,0.00,0.002,0.00,0.030,0.004,0.002,0.002,0.00,0.006,0.012,0.00,0.00,0.00,0.026,0.002,0.00,0.042,0.002,0.00,0.149,0.00,0.052,0.00,0.010,0.00,0.008,0.004,0.00,0.012,0.062,0.00,0.00,0.00,0.00,0.00,0.00,502
Client  52,0.00,0.017,0.002,0.014,0.003,0.002,0.007,0.003,0.026,0.00,0.005,0.003,0.084,0.002,0.00,0.007,0.002,0.026,0.00,0.003,0.002,0.00,0.009,0.005,0.00,0.027,0.00,0.003,0.002,0.003,0.029,0.00,0.002,0.021,0.038,0.00,0.005,0.002,0.012,0.00,0.00,0.00,0.009,0.002,0.00,0.00,0.00,0.00,0.031,0.036,0.00,0.00,0.007,0.002,0.003,0.002,0.009,0.019,0.046,0.007,0.002,0.010,0.00,0.002,0.017,0.00,0.007,0.003,0.00,0.00,0.002,0.002,0.00,0.002,0.007,0.002,0.00,0.034,0.002,0.002,0.00,0.003,0.002,0.002,0.026,0.012,0.00,0.012,0.029,0.009,0.024,0.00,0.00,0.003,0.002,0.050,0.00,0.196,0.00,0.00,582
Client  53,0.002,0.026,0.042,0.00,0.014,0.00,0.00,0.00,0.00,0.002,0.008,0.00,0.002,0.002,0.020,0.096,0.00,0.040,0.018,0.00,0.00,0.034,0.052,0.008,0.016,0.016,0.00,0.024,0.00,0.002,0.00,0.022,0.012,0.002,0.00,0.006,0.002,0.00,0.00,0.00,0.00,0.00,0.026,0.00,0.00,0.004,0.010,0.006,0.022,0.004,0.024,0.002,0.018,0.00,0.012,0.00,0.002,0.016,0.002,0.00,0.150,0.00,0.012,0.002,0.00,0.002,0.002,0.006,0.010,0.002,0.018,0.00,0.002,0.014,0.00,0.014,0.00,0.00,0.014,0.00,0.00,0.038,0.010,0.018,0.00,0.032,0.004,0.004,0.002,0.00,0.00,0.00,0.002,0.002,0.00,0.002,0.008,0.006,0.010,0.00,501
Client  54,0.002,0.00,0.007,0.002,0.002,0.004,0.00,0.007,0.002,0.00,0.002,0.047,0.002,0.002,0.002,0.00,0.00,0.00,0.013,0.007,0.020,0.00,0.004,0.00,0.013,0.005,0.016,0.004,0.00,0.00,0.00,0.00,0.002,0.022,0.002,0.117,0.014,0.00,0.022,0.00,0.00,0.002,0.036,0.002,0.007,0.00,0.002,0.00,0.004,0.002,0.011,0.00,0.018,0.018,0.00,0.013,0.009,0.004,0.00,0.00,0.00,0.00,0.023,0.020,0.004,0.013,0.011,0.00,0.011,0.00,0.00,0.014,0.009,0.00,0.005,0.00,0.002,0.002,0.00,0.00,0.002,0.058,0.002,0.00,0.00,0.002,0.00,0.032,0.002,0.00,0.00,0.007,0.00,0.032,0.036,0.002,0.041,0.004,0.005,0.196,555
Client  55,0.00,0.002,0.007,0.00,0.00,0.00,0.002,0.00,0.00,0.002,0.018,0.005,0.023,0.00,0.002,0.030,0.00,0.00,0.005,0.025,0.00,0.00,0.00,0.005,0.002,0.00,0.00,0.050,0.007,0.00,0.00,0.00,0.009,0.00,0.002,0.00,0.025,0.044,0.00,0.014,0.046,0.009,0.002,0.002,0.002,0.007,0.00,0.00,0.00,0.009,0.005,0.014,0.041,0.002,0.002,0.007,0.046,0.057,0.039,0.00,0.009,0.00,0.002,0.00,0.00,0.00,0.002,0.025,0.009,0.00,0.00,0.00,0.034,0.002,0.00,0.014,0.00,0.00,0.002,0.041,0.00,0.011,0.00,0.016,0.002,0.009,0.002,0.002,0.039,0.076,0.005,0.00,0.00,0.002,0.00,0.023,0.025,0.00,0.057,0.016,436
Client  56,0.013,0.005,0.00,0.00,0.005,0.00,0.027,0.003,0.008,0.00,0.013,0.109,0.005,0.016,0.00,0.00,0.019,0.011,0.00,0.00,0.027,0.005,0.00,0.00,0.064,0.005,0.019,0.00,0.008,0.005,0.011,0.00,0.00,0.141,0.00,0.013,0.00,0.00,0.005,0.013,0.00,0.00,0.005,0.013,0.019,0.011,0.00,0.016,0.00,0.003,0.00,0.00,0.005,0.00,0.029,0.013,0.00,0.005,0.00,0.00,0.005,0.00,0.00,0.003,0.00,0.00,0.00,0.00,0.00,0.00,0.008,0.003,0.013,0.00,0.005,0.00,0.019,0.008,0.00,0.003,0.013,0.00,0.077,0.00,0.013,0.024,0.005,0.035,0.011,0.005,0.016,0.003,0.013,0.00,0.019,0.00,0.019,0.005,0.005,0.00,376
Client  57,0.023,0.00,0.018,0.00,0.00,0.003,0.00,0.00,0.00,0.031,0.008,0.015,0.010,0.00,0.005,0.00,0.00,0.00,0.00,0.005,0.00,0.015,0.010,0.00,0.003,0.028,0.033,0.00,0.010,0.003,0.018,0.00,0.008,0.00,0.010,0.00,0.00,0.00,0.003,0.00,0.020,0.003,0.008,0.003,0.033,0.00,0.00,0.028,0.059,0.020,0.015,0.00,0.008,0.018,0.00,0.013,0.00,0.023,0.00,0.010,0.033,0.008,0.041,0.015,0.008,0.033,0.005,0.00,0.005,0.008,0.003,0.00,0.00,0.041,0.013,0.071,0.00,0.005,0.038,0.008,0.026,0.003,0.010,0.003,0.003,0.008,0.003,0.00,0.003,0.005,0.020,0.00,0.018,0.00,0.033,0.00,0.00,0.00,0.013,0.003,392
Client  58,0.021,0.006,0.00,0.00,0.00,0.00,0.00,0.002,0.019,0.015,0.00,0.002,0.00,0.00,0.00,0.00,0.011,0.006,0.00,0.00,0.00,0.00,0.002,0.002,0.053,0.004,0.042,0.00,0.002,0.002,0.00,0.015,0.00,0.00,0.006,0.002,0.00,0.002,0.00,0.042,0.034,0.004,0.006,0.050,0.042,0.00,0.027,0.00,0.00,0.00,0.004,0.002,0.017,0.00,0.017,0.015,0.029,0.00,0.00,0.015,0.008,0.00,0.002,0.006,0.036,0.059,0.027,0.004,0.00,0.034,0.019,0.013,0.00,0.025,0.025,0.00,0.00,0.050,0.002,0.017,0.029,0.002,0.00,0.00,0.002,0.017,0.013,0.021,0.004,0.00,0.023,0.00,0.008,0.008,0.00,0.00,0.017,0.002,0.002,0.004,476
Client  59,0.004,0.00,0.012,0.008,0.002,0.034,0.002,0.006,0.016,0.018,0.044,0.008,0.00,0.018,0.00,0.022,0.050,0.00,0.008,0.00,0.050,0.00,0.004,0.004,0.00,0.006,0.00,0.002,0.050,0.012,0.006,0.00,0.006,0.00,0.00,0.040,0.008,0.00,0.012,0.022,0.00,0.00,0.032,0.012,0.00,0.00,0.032,0.008,0.002,0.002,0.00,0.014,0.022,0.00,0.024,0.064,0.00,0.00,0.00,0.00,0.020,0.00,0.028,0.014,0.018,0.068,0.032,0.002,0.004,0.080,0.020,0.00,0.008,0.00,0.00,0.00,0.026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,503
Client  60,0.004,0.008,0.012,0.00,0.00,0.002,0.00,0.038,0.00,0.00,0.104,0.00,0.002,0.00,0.010,0.004,0.004,0.010,0.00,0.00,0.014,0.038,0.00,0.00,0.002,0.00,0.00,0.034,0.00,0.00,0.024,0.004,0.022,0.004,0.00,0.00,0.012,0.00,0.002,0.036,0.004,0.010,0.002,0.004,0.014,0.004,0.030,0.004,0.044,0.002,0.00,0.004,0.044,0.002,0.038,0.006,0.026,0.004,0.149,0.00,0.012,0.00,0.00,0.00,0.018,0.00,0.002,0.00,0.040,0.00,0.00,0.00,0.006,0.00,0.002,0.002,0.012,0.006,0.00,0.012,0.00,0.00,0.006,0.00,0.002,0.00,0.00,0.034,0.010,0.00,0.00,0.014,0.006,0.038,0.00,0.00,0.00,0.00,0.00,0.00,502
Client  61,0.00,0.00,0.026,0.002,0.032,0.006,0.020,0.012,0.002,0.020,0.00,0.006,0.004,0.00,0.028,0.016,0.051,0.002,0.00,0.002,0.028,0.004,0.002,0.004,0.00,0.063,0.00,0.002,0.014,0.002,0.012,0.00,0.004,0.002,0.042,0.002,0.057,0.00,0.00,0.00,0.012,0.00,0.002,0.00,0.004,0.00,0.004,0.00,0.018,0.018,0.00,0.002,0.043,0.002,0.00,0.00,0.004,0.008,0.014,0.002,0.00,0.00,0.002,0.00,0.00,0.045,0.00,0.002,0.002,0.004,0.00,0.002,0.00,0.030,0.038,0.016,0.00,0.040,0.002,0.006,0.055,0.002,0.00,0.079,0.00,0.022,0.002,0.002,0.00,0.030,0.024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,506
Client  62,0.002,0.052,0.019,0.00,0.00,0.002,0.00,0.00,0.006,0.00,0.00,0.00,0.00,0.002,0.023,0.00,0.017,0.002,0.00,0.021,0.006,0.046,0.00,0.00,0.019,0.006,0.00,0.010,0.00,0.008,0.004,0.00,0.014,0.006,0.044,0.017,0.00,0.00,0.002,0.006,0.010,0.010,0.004,0.010,0.004,0.015,0.004,0.010,0.012,0.029,0.015,0.00,0.00,0.004,0.014,0.010,0.052,0.00,0.002,0.023,0.00,0.00,0.017,0.00,0.00,0.002,0.035,0.004,0.00,0.00,0.002,0.00,0.044,0.00,0.002,0.00,0.062,0.004,0.008,0.004,0.012,0.015,0.002,0.027,0.002,0.00,0.077,0.00,0.00,0.075,0.00,0.00,0.004,0.00,0.042,0.00,0.00,0.00,0.00,0.00,518
Client  63,0.002,0.00,0.002,0.00,0.00,0.046,0.00,0.008,0.012,0.00,0.016,0.00,0.002,0.006,0.008,0.016,0.006,0.008,0.012,0.016,0.052,0.030,0.00,0.006,0.030,0.008,0.004,0.004,0.00,0.060,0.006,0.00,0.008,0.010,0.038,0.00,0.002,0.020,0.002,0.00,0.002,0.062,0.002,0.028,0.054,0.00,0.008,0.00,0.038,0.002,0.00,0.00,0.006,0.002,0.00,0.002,0.00,0.00,0.012,0.004,0.002,0.020,0.002,0.006,0.008,0.010,0.00,0.00,0.004,0.00,0.006,0.012,0.004,0.002,0.012,0.004,0.004,0.106,0.00,0.018,0.002,0.004,0.00,0.00,0.00,0.00,0.002,0.016,0.066,0.012,0.012,0.006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,501
Client  64,0.00,0.015,0.00,0.002,0.013,0.006,0.026,0.002,0.034,0.017,0.002,0.00,0.00,0.006,0.015,0.022,0.004,0.004,0.00,0.022,0.002,0.004,0.006,0.022,0.082,0.034,0.00,0.004,0.015,0.013,0.00,0.009,0.011,0.009,0.006,0.002,0.00,0.00,0.041,0.006,0.00,0.00,0.006,0.015,0.024,0.004,0.011,0.056,0.002,0.00,0.00,0.015,0.054,0.002,0.004,0.00,0.009,0.006,0.004,0.00,0.00,0.00,0.00,0.00,0.002,0.00,0.00,0.019,0.00,0.00,0.114,0.009,0.004,0.00,0.004,0.002,0.004,0.028,0.054,0.00,0.002,0.00,0.00,0.00,0.00,0.002,0.002,0.006,0.00,0.00,0.00,0.011,0.002,0.00,0.017,0.002,0.034,0.002,0.006,0.00,465
